0,137.9
1,140.1
2,142.8
3,142.4
4,143.8
5,145.1
6,146.5
7,147.1
8,144.6
9,133.2
10,126.1
11,106.2
12,106.5
13,106.3
14,107.4
15,107.9
16,108.3
17,108.8
18,110.6
19,115.0
20,125.1
21,131.3
22,109.5
23,108.6
24,108.1
25,107.7
26,107.8
27,107.3
28,106.8
29,106.5
30,106.3
31,106.3
32,106.6
33,106.2
34,108.7
35,108.9
36,108.8
37,108.7
38,108.7
39,108.8
40,109.0
41,109.3
42,109.4
43,109.4
44,109.7
45,109.8
